Phylo,Family,Order,Scientific_name,Mass
Tachyphonus_rufus,Thraupidae,Passeriformes,Tachyphonus rufus,34.4
Tachyphonus_surinamus,Thraupidae,Passeriformes,Tachyphonus surinamus,19
Tangara_argyrofenges,Thraupidae,Passeriformes,Tangara argyrofenges,19
Tangara_arthus,Thraupidae,Passeriformes,Tangara arthus,22
Tangara_cabanisi,Thraupidae,Passeriformes,Tangara cabanisi,20
Tangara_callophrys,Thraupidae,Passeriformes,Tangara callophrys,22.9
Tangara_cayana,Thraupidae,Passeriformes,Tangara cayana,18
Tangara_chilensis,Thraupidae,Passeriformes,Tangara chilensis,19.8
Tangara_chrysotis,Thraupidae,Passeriformes,Tangara chrysotis,24
Tangara_cucullata,Thraupidae,Passeriformes,Tangara cucullata,27.9
Tangara_cyanicollis,Thraupidae,Passeriformes,Tangara cyanicollis,17
Tangara_cyanocephala,Thraupidae,Passeriformes,Tangara cyanocephala,18
Tangara_cyanoptera,Thraupidae,Passeriformes,Tangara cyanoptera,21.5
Tangara_cyanotis,Thraupidae,Passeriformes,Tangara cyanotis,15
Tangara_cyanoventris,Thraupidae,Passeriformes,Tangara cyanoventris,16.5
Tangara_desmaresti,Thraupidae,Passeriformes,Tangara desmaresti,20.4
Tangara_dowii,Thraupidae,Passeriformes,Tangara dowii,15
Tangara_fastuosa,Thraupidae,Passeriformes,Tangara fastuosa,25.5
Tangara_florida,Thraupidae,Passeriformes,Tangara florida,19.3
Tangara_fucosa,Thraupidae,Passeriformes,Tangara fucosa,21
Tangara_guttata,Thraupidae,Passeriformes,Tangara guttata,18.4
Tangara_gyrola,Thraupidae,Passeriformes,Tangara gyrola,21
Tangara_heinei,Thraupidae,Passeriformes,Tangara heinei,20.2
Tangara_icterocephala,Thraupidae,Passeriformes,Tangara icterocephala,22
Tangara_inornata,Thraupidae,Passeriformes,Tangara inornata,18
Tangara_johannae,Thraupidae,Passeriformes,Tangara johannae,20
Tangara_labradorides,Thraupidae,Passeriformes,Tangara labradorides,15
Tangara_larvata,Thraupidae,Passeriformes,Tangara larvata,20
Tangara_lavinia,Thraupidae,Passeriformes,Tangara lavinia,24
Tangara_mexicana,Thraupidae,Passeriformes,Tangara mexicana,20.5
Tangara_meyerdeschauenseei,Thraupidae,Passeriformes,Tangara meyerdeschauenseei,26
Tangara_nigrocincta,Thraupidae,Passeriformes,Tangara nigrocincta,17
Tangara_nigroviridis,Thraupidae,Passeriformes,Tangara nigroviridis,17
Tangara_palmeri,Thraupidae,Passeriformes,Tangara palmeri,32.3
Tangara_parzudakii,Thraupidae,Passeriformes,Tangara parzudakii,28
Tangara_peruviana,Thraupidae,Passeriformes,Tangara peruviana,22.2
Tangara_phillipsi,Thraupidae,Passeriformes,Tangara phillipsi,19.9
Tangara_preciosa,Thraupidae,Passeriformes,Tangara preciosa,22.8
Tangara_punctata,Thraupidae,Passeriformes,Tangara punctata,15
Tangara_ruficervix,Thraupidae,Passeriformes,Tangara ruficervix,19
Tangara_rufigenis,Thraupidae,Passeriformes,Tangara rufigenis,16.5
Tangara_rufigula,Thraupidae,Passeriformes,Tangara rufigula,19.1
Tangara_schrankii,Thraupidae,Passeriformes,Tangara schrankii,19
Tangara_seledon,Thraupidae,Passeriformes,Tangara seledon,18.7
Tangara_varia,Thraupidae,Passeriformes,Tangara varia,10
Tangara_vassorii,Thraupidae,Passeriformes,Tangara vassorii,18
Tangara_velia,Thraupidae,Passeriformes,Tangara velia,21
Tangara_viridicollis,Thraupidae,Passeriformes,Tangara viridicollis,21
Tangara_vitriolina,Thraupidae,Passeriformes,Tangara vitriolina,23
Tangara_xanthocephala,Thraupidae,Passeriformes,Tangara xanthocephala,19
Tangara_xanthogastra,Thraupidae,Passeriformes,Tangara xanthogastra,15
Tersina_viridis,Thraupidae,Passeriformes,Tersina viridis,29
Thlypopsis_fulviceps,Thraupidae,Passeriformes,Thlypopsis fulviceps,12
Thlypopsis_inornata,Thraupidae,Passeriformes,Thlypopsis inornata,15
Thlypopsis_ornata,Thraupidae,Passeriformes,Thlypopsis ornata,12
Thlypopsis_pectoralis,Thraupidae,Passeriformes,Thlypopsis pectoralis,15
Thlypopsis_ruficeps,Thraupidae,Passeriformes,Thlypopsis ruficeps,11
Thlypopsis_sordida,Thraupidae,Passeriformes,Thlypopsis sordida,17
Thraupis_abbas,Thraupidae,Passeriformes,Thraupis abbas,45
Thraupis_bonariensis,Thraupidae,Passeriformes,Thraupis bonariensis,36
Thraupis_cyanocephala,Thraupidae,Passeriformes,Thraupis cyanocephala,36
Thraupis_cyanoptera,Thraupidae,Passeriformes,Thraupis cyanoptera,43.3
Thraupis_episcopus,Thraupidae,Passeriformes,Thraupis episcopus,35
Thraupis_glaucocolpa,Thraupidae,Passeriformes,Thraupis glaucocolpa,31.6
Thraupis_ornata,Thraupidae,Passeriformes,Thraupis ornata,33
Thraupis_palmarum,Thraupidae,Passeriformes,Thraupis palmarum,39
Thraupis_sayaca,Thraupidae,Passeriformes,Thraupis sayaca,32.5
Trichothraupis_melanops,Thraupidae,Passeriformes,Trichothraupis melanops,22.6
Wetmorethraupis_sterrhopteron,Thraupidae,Passeriformes,Wetmorethraupis sterrhopteron,50.2
Xenodacnis_parina,Thraupidae,Passeriformes,Xenodacnis parina,11.5
Actinodura_egertoni,Timaliidae,Passeriformes,Actinodura egertoni,36
Actinodura_morrisoniana,Timaliidae,Passeriformes,Actinodura morrisoniana,24
Actinodura_nipalensis,Timaliidae,Passeriformes,Actinodura nipalensis,43.9
Actinodura_ramsayi,Timaliidae,Passeriformes,Actinodura ramsayi,38.4
Actinodura_sodangorum,Timaliidae,Passeriformes,Actinodura sodangorum,38.4
Actinodura_souliei,Timaliidae,Passeriformes,Actinodura souliei,39.3
Actinodura_waldeni,Timaliidae,Passeriformes,Actinodura waldeni,46.7
Alcippe_brunnea,Timaliidae,Passeriformes,Alcippe brunnea,17.4
Alcippe_brunneicauda,Timaliidae,Passeriformes,Alcippe brunneicauda,14.3
Alcippe_castaneceps,Timaliidae,Passeriformes,Alcippe castaneceps,12.5
Alcippe_chrysotis,Timaliidae,Passeriformes,Alcippe chrysotis,5.5
Alcippe_cinerea,Timaliidae,Passeriformes,Alcippe cinerea,11
Alcippe_cinereiceps,Timaliidae,Passeriformes,Alcippe cinereiceps,10
Alcippe_danisi,Timaliidae,Passeriformes,Alcippe danisi,11
Alcippe_dubia,Timaliidae,Passeriformes,Alcippe dubia,18
Alcippe_formosana,Timaliidae,Passeriformes,Alcippe formosana,10
Alcippe_grotei,Timaliidae,Passeriformes,Alcippe grotei,14.3
Alcippe_klossi,Timaliidae,Passeriformes,Alcippe klossi,12.5
Alcippe_ludlowi,Timaliidae,Passeriformes,Alcippe ludlowi,10.5
Alcippe_manipurensis,Timaliidae,Passeriformes,Alcippe manipurensis,10
Alcippe_morrisonia,Timaliidae,Passeriformes,Alcippe morrisonia,15.3
Alcippe_nipalensis,Timaliidae,Passeriformes,Alcippe nipalensis,15.8
Alcippe_peracensis,Timaliidae,Passeriformes,Alcippe peracensis,14.3
Alcippe_poioicephala,Timaliidae,Passeriformes,Alcippe poioicephala,20.7
Alcippe_pyrrhoptera,Timaliidae,Passeriformes,Alcippe pyrrhoptera,16.3
Alcippe_ruficapilla,Timaliidae,Passeriformes,Alcippe ruficapilla,9
Alcippe_rufogularis,Timaliidae,Passeriformes,Alcippe rufogularis,13.6
Alcippe_striaticollis,Timaliidae,Passeriformes,Alcippe striaticollis,13.2
Alcippe_variegaticeps,Timaliidae,Passeriformes,Alcippe variegaticeps,13.2
Alcippe_vinipectus,Timaliidae,Passeriformes,Alcippe vinipectus,12
Babax_koslowi,Timaliidae,Passeriformes,Babax koslowi,112.5
Babax_lanceolatus,Timaliidae,Passeriformes,Babax lanceolatus,80.5
Babax_waddelli,Timaliidae,Passeriformes,Babax waddelli,142
Chamaea_fasciata,Timaliidae,Passeriformes,Chamaea fasciata,14.7
Chrysomma_altirostre,Timaliidae,Passeriformes,Chrysomma altirostre,20
Chrysomma_poecilotis,Timaliidae,Passeriformes,Chrysomma poecilotis,18.7
Chrysomma_sinense,Timaliidae,Passeriformes,Chrysomma sinense,17.2
Conostoma_oemodium,Timaliidae,Passeriformes,Conostoma oemodium,84
Crocias_albonotatus,Timaliidae,Passeriformes,Crocias albonotatus,45
Crocias_langbianis,Timaliidae,Passeriformes,Crocias langbianis,45
Cutia_legalleni,Timaliidae,Passeriformes,Cutia legalleni,47.2
Cutia_nipalensis,Timaliidae,Passeriformes,Cutia nipalensis,47.2
Dasycrotapha_speciosa,Timaliidae,Passeriformes,Dasycrotapha speciosa,16.4
Dumetia_hyperythra,Timaliidae,Passeriformes,Dumetia hyperythra,12.9
Erpornis_zantholeuca,Timaliidae,Passeriformes,Erpornis zantholeuca,11.8
Gampsorhynchus_rufulus,Timaliidae,Passeriformes,Gampsorhynchus rufulus,37
Gampsorhynchus_torquatus,Timaliidae,Passeriformes,Gampsorhynchus torquatus,37
Garrulax_affinis,Timaliidae,Passeriformes,Garrulax affinis,72.7
Garrulax_albogularis,Timaliidae,Passeriformes,Garrulax albogularis,97.6
Garrulax_annamensis,Timaliidae,Passeriformes,Garrulax annamensis,78.8
Garrulax_austeni,Timaliidae,Passeriformes,Garrulax austeni,59
Garrulax_berthemyi,Timaliidae,Passeriformes,Garrulax berthemyi,72
Garrulax_bicolor,Timaliidae,Passeriformes,Garrulax bicolor,123.4
Garrulax_bieti,Timaliidae,Passeriformes,Garrulax bieti,78.6
Garrulax_caerulatus,Timaliidae,Passeriformes,Garrulax caerulatus,85.7
Garrulax_calvus,Timaliidae,Passeriformes,Garrulax calvus,78.6
Garrulax_canorus,Timaliidae,Passeriformes,Garrulax canorus,62.8
Garrulax_castanotis,Timaliidae,Passeriformes,Garrulax castanotis,97.5
Garrulax_chinensis,Timaliidae,Passeriformes,Garrulax chinensis,88.5
Garrulax_chrysopterus,Timaliidae,Passeriformes,Garrulax chrysopterus,71.7
Garrulax_cineraceus,Timaliidae,Passeriformes,Garrulax cineraceus,49
Garrulax_cinereifrons,Timaliidae,Passeriformes,Garrulax cinereifrons,70
Garrulax_courtoisi,Timaliidae,Passeriformes,Garrulax courtoisi,56
Garrulax_davidi,Timaliidae,Passeriformes,Garrulax davidi,56.2
Garrulax_delesserti,Timaliidae,Passeriformes,Garrulax delesserti,78
Garrulax_elliotii,Timaliidae,Passeriformes,Garrulax elliotii,45
Garrulax_erythrocephalus,Timaliidae,Passeriformes,Garrulax erythrocephalus,71.7
Garrulax_ferrarius,Timaliidae,Passeriformes,Garrulax ferrarius,131.5
Garrulax_formosus,Timaliidae,Passeriformes,Garrulax formosus,94.5
Garrulax_galbanus,Timaliidae,Passeriformes,Garrulax galbanus,56
Garrulax_gularis,Timaliidae,Passeriformes,Garrulax gularis,92
Garrulax_henrici,Timaliidae,Passeriformes,Garrulax henrici,65
Garrulax_imbricatus,Timaliidae,Passeriformes,Garrulax imbricatus,40.7
Garrulax_konkakinhensis,Timaliidae,Passeriformes,Garrulax konkakinhensis,76.7
Garrulax_leucolophus,Timaliidae,Passeriformes,Garrulax leucolophus,123.4
Garrulax_lineatus,Timaliidae,Passeriformes,Garrulax lineatus,40.7
Garrulax_lugubris,Timaliidae,Passeriformes,Garrulax lugubris,78.6
Garrulax_lunulatus,Timaliidae,Passeriformes,Garrulax lunulatus,82
Garrulax_maesi,Timaliidae,Passeriformes,Garrulax maesi,112.5
Garrulax_maximus,Timaliidae,Passeriformes,Garrulax maximus,120.5
Garrulax_melanostigma,Timaliidae,Passeriformes,Garrulax melanostigma,71.7
Garrulax_merulinus,Timaliidae,Passeriformes,Garrulax merulinus,78.8
Garrulax_milleti,Timaliidae,Passeriformes,Garrulax milleti,112.5
Garrulax_milnei,Timaliidae,Passeriformes,Garrulax milnei,79.5
Garrulax_mitratus,Timaliidae,Passeriformes,Garrulax mitratus,62
Garrulax_monileger,Timaliidae,Passeriformes,Garrulax monileger,83.7
Garrulax_morrisonianus,Timaliidae,Passeriformes,Garrulax morrisonianus,73.1
Garrulax_ngoclinhensis,Timaliidae,Passeriformes,Garrulax ngoclinhensis,76.7
Garrulax_nuchalis,Timaliidae,Passeriformes,Garrulax nuchalis,78
Garrulax_ocellatus,Timaliidae,Passeriformes,Garrulax ocellatus,114
Garrulax_palliatus,Timaliidae,Passeriformes,Garrulax palliatus,70
Garrulax_pectoralis,Timaliidae,Passeriformes,Garrulax pectoralis,145.1
Garrulax_peninsulae,Timaliidae,Passeriformes,Garrulax peninsulae,71.7
Garrulax_perspicillatus,Timaliidae,Passeriformes,Garrulax perspicillatus,117.8
Garrulax_poecilorhynchus,Timaliidae,Passeriformes,Garrulax poecilorhynchus,72
Garrulax_ruficeps,Timaliidae,Passeriformes,Garrulax ruficeps,97.6
Garrulax_ruficollis,Timaliidae,Passeriformes,Garrulax ruficollis,66.2
Garrulax_rufifrons,Timaliidae,Passeriformes,Garrulax rufifrons,101.5
Garrulax_rufogularis,Timaliidae,Passeriformes,Garrulax rufogularis,62.8
Garrulax_sannio,Timaliidae,Passeriformes,Garrulax sannio,67.8
Garrulax_squamatus,Timaliidae,Passeriformes,Garrulax squamatus,84
Garrulax_strepitans,Timaliidae,Passeriformes,Garrulax strepitans,131.5
Garrulax_striatus,Timaliidae,Passeriformes,Garrulax striatus,92
Garrulax_subunicolor,Timaliidae,Passeriformes,Garrulax subunicolor,65.9
Garrulax_sukatschewi,Timaliidae,Passeriformes,Garrulax sukatschewi,67.8
Garrulax_taewanus,Timaliidae,Passeriformes,Garrulax taewanus,62.8
Garrulax_variegatus,Timaliidae,Passeriformes,Garrulax variegatus,64.5
Garrulax_vassali,Timaliidae,Passeriformes,Garrulax vassali,88.5
Garrulax_virgatus,Timaliidae,Passeriformes,Garrulax virgatus,48
Garrulax_yersini,Timaliidae,Passeriformes,Garrulax yersini,78.6
Gypsophila_crispifrons,Timaliidae,Passeriformes,Gypsophila crispifrons,27
Heterophasia_annectens,Timaliidae,Passeriformes,Heterophasia annectens,24.5
Heterophasia_auricularis,Timaliidae,Passeriformes,Heterophasia auricularis,41.8
Heterophasia_capistrata,Timaliidae,Passeriformes,Heterophasia capistrata,39.4
Heterophasia_desgodinsi,Timaliidae,Passeriformes,Heterophasia desgodinsi,31
Heterophasia_gracilis,Timaliidae,Passeriformes,Heterophasia gracilis,37.8
Heterophasia_melanoleuca,Timaliidae,Passeriformes,Heterophasia melanoleuca,32.6
Heterophasia_picaoides,Timaliidae,Passeriformes,Heterophasia picaoides,42.4
Heterophasia_pulchella,Timaliidae,Passeriformes,Heterophasia pulchella,40.6
Horizorhinus_dohrni,Timaliidae,Passeriformes,Horizorhinus dohrni,19.3
Illadopsis_albipectus,Timaliidae,Passeriformes,Illadopsis albipectus,30.6
Illadopsis_cleaveri,Timaliidae,Passeriformes,Illadopsis cleaveri,30.8
Illadopsis_fulvescens,Timaliidae,Passeriformes,Illadopsis fulvescens,27.9
Illadopsis_puveli,Timaliidae,Passeriformes,Illadopsis puveli,48.4
Illadopsis_pyrrhoptera,Timaliidae,Passeriformes,Illadopsis pyrrhoptera,24.8
Illadopsis_rufescens,Timaliidae,Passeriformes,Illadopsis rufescens,37
Illadopsis_rufipennis,Timaliidae,Passeriformes,Illadopsis rufipennis,22.2
Jabouilleia_danjoui,Timaliidae,Passeriformes,Jabouilleia danjoui,35.5
Kakamega_poliothorax,Timaliidae,Passeriformes,Kakamega poliothorax,36.4
Kenopia_striata,Timaliidae,Passeriformes,Kenopia striata,19.9
Kupeornis_chapini,Timaliidae,Passeriformes,Kupeornis chapini,50
Kupeornis_gilberti,Timaliidae,Passeriformes,Kupeornis gilberti,64
Kupeornis_rufocinctus,Timaliidae,Passeriformes,Kupeornis rufocinctus,47
Leiothrix_argentauris,Timaliidae,Passeriformes,Leiothrix argentauris,28.4
Leiothrix_lutea,Timaliidae,Passeriformes,Leiothrix lutea,21.4
Leonardina_woodi,Timaliidae,Passeriformes,Leonardina woodi,21
Liocichla_bugunorum,Timaliidae,Passeriformes,Liocichla bugunorum,40
Liocichla_omeiensis,Timaliidae,Passeriformes,Liocichla omeiensis,40.4
Liocichla_phoenicea,Timaliidae,Passeriformes,Liocichla phoenicea,49
Liocichla_steerii,Timaliidae,Passeriformes,Liocichla steerii,31.4
Lioptilus_nigricapillus,Timaliidae,Passeriformes,Lioptilus nigricapillus,29.6
Macronous_bornensis,Timaliidae,Passeriformes,Macronous bornensis,11.8
Macronous_flavicollis,Timaliidae,Passeriformes,Macronous flavicollis,20
Macronous_gularis,Timaliidae,Passeriformes,Macronous gularis,11.8
Macronous_kelleyi,Timaliidae,Passeriformes,Macronous kelleyi,20
Macronous_ptilosus,Timaliidae,Passeriformes,Macronous ptilosus,18
Macronous_striaticeps,Timaliidae,Passeriformes,Macronous striaticeps,16.5
Malacocincla_abbotti,Timaliidae,Passeriformes,Malacocincla abbotti,26.8
Malacocincla_cinereiceps,Timaliidae,Passeriformes,Malacocincla cinereiceps,23.9
Malacocincla_malaccensis,Timaliidae,Passeriformes,Malacocincla malaccensis,21.4
Malacocincla_perspicillata,Timaliidae,Passeriformes,Malacocincla perspicillata,25.5
Malacocincla_sepiaria,Timaliidae,Passeriformes,Malacocincla sepiaria,25.5
Malacopteron_affine,Timaliidae,Passeriformes,Malacopteron affine,17.1
Malacopteron_albogulare,Timaliidae,Passeriformes,Malacopteron albogulare,16.5
Malacopteron_cinereum,Timaliidae,Passeriformes,Malacopteron cinereum,18.1
Malacopteron_magnirostre,Timaliidae,Passeriformes,Malacopteron magnirostre,19.3
Malacopteron_magnum,Timaliidae,Passeriformes,Malacopteron magnum,27.2
Malacopteron_palawanense,Timaliidae,Passeriformes,Malacopteron palawanense,32.1
Malia_grata,Timaliidae,Passeriformes,Malia grata,94.5
Micromacronus_leytensis,Timaliidae,Passeriformes,Micromacronus leytensis,5.5
Micromacronus_sordidus,Timaliidae,Passeriformes,Micromacronus sordidus,5.5
Minla_cyanouroptera,Timaliidae,Passeriformes,Minla cyanouroptera,17
Minla_ignotincta,Timaliidae,Passeriformes,Minla ignotincta,14.3
Minla_strigula,Timaliidae,Passeriformes,Minla strigula,19.2
Myzornis_pyrrhoura,Timaliidae,Passeriformes,Myzornis pyrrhoura,11.9
Napothera_brevicaudata,Timaliidae,Passeriformes,Napothera brevicaudata,19.5
Napothera_crassa,Timaliidae,Passeriformes,Napothera crassa,26.8
Napothera_epilepidota,Timaliidae,Passeriformes,Napothera epilepidota,16
Neomixis_flavoviridis,Timaliidae,Passeriformes,Neomixis flavoviridis,9.7
Neomixis_striatigula,Timaliidae,Passeriformes,Neomixis striatigula,8.3
Neomixis_tenella,Timaliidae,Passeriformes,Neomixis tenella,6.9
Neomixis_viridis,Timaliidae,Passeriformes,Neomixis viridis,7
Panurus_biarmicus,Timaliidae,Passeriformes,Panurus biarmicus,13.8
Paradoxornis_alphonsianus,Timaliidae,Passeriformes,Paradoxornis alphonsianus,10.5
Paradoxornis_atrosuperciliaris,Timaliidae,Passeriformes,Paradoxornis atrosuperciliaris,16.8
Paradoxornis_brunneus,Timaliidae,Passeriformes,Paradoxornis brunneus,9.3
Paradoxornis_conspicillatus,Timaliidae,Passeriformes,Paradoxornis conspicillatus,8.5
Paradoxornis_davidianus,Timaliidae,Passeriformes,Paradoxornis davidianus,8.5
Paradoxornis_flavirostris,Timaliidae,Passeriformes,Paradoxornis flavirostris,26
Paradoxornis_fulvifrons,Timaliidae,Passeriformes,Paradoxornis fulvifrons,6.4
Paradoxornis_gularis,Timaliidae,Passeriformes,Paradoxornis gularis,29
Paradoxornis_guttaticollis,Timaliidae,Passeriformes,Paradoxornis guttaticollis,26
Paradoxornis_heudei,Timaliidae,Passeriformes,Paradoxornis heudei,32
Paradoxornis_margaritae,Timaliidae,Passeriformes,Paradoxornis margaritae,29
Paradoxornis_nipalensis,Timaliidae,Passeriformes,Paradoxornis nipalensis,5.5
Paradoxornis_paradoxus,Timaliidae,Passeriformes,Paradoxornis paradoxus,35
Paradoxornis_przewalskii,Timaliidae,Passeriformes,Paradoxornis przewalskii,8.5
Paradoxornis_ruficeps,Timaliidae,Passeriformes,Paradoxornis ruficeps,32
Paradoxornis_unicolor,Timaliidae,Passeriformes,Paradoxornis unicolor,34
Paradoxornis_verreauxi,Timaliidae,Passeriformes,Paradoxornis verreauxi,6
Paradoxornis_webbianus,Timaliidae,Passeriformes,Paradoxornis webbianus,10.9
Paradoxornis_zappeyi,Timaliidae,Passeriformes,Paradoxornis zappeyi,9.5
Parophasma_galinieri,Timaliidae,Passeriformes,Parophasma galinieri,21.5
Pellorneum_albiventre,Timaliidae,Passeriformes,Pellorneum albiventre,21.5
Pellorneum_capistratum,Timaliidae,Passeriformes,Pellorneum capistratum,25.1
Pellorneum_fuscocapillus,Timaliidae,Passeriformes,Pellorneum fuscocapillus,30
Pellorneum_palustre,Timaliidae,Passeriformes,Pellorneum palustre,21.5
Pellorneum_ruficeps,Timaliidae,Passeriformes,Pellorneum ruficeps,26
Phyllanthus_atripennis,Timaliidae,Passeriformes,Phyllanthus atripennis,85.6
Pnoepyga_albiventer,Timaliidae,Passeriformes,Pnoepyga albiventer,20.9
Pnoepyga_formosana,Timaliidae,Passeriformes,Pnoepyga formosana,20.9
Pnoepyga_immaculata,Timaliidae,Passeriformes,Pnoepyga immaculata,20.5
Pnoepyga_pusilla,Timaliidae,Passeriformes,Pnoepyga pusilla,12
Pomatorhinus_erythrocnemis,Timaliidae,Passeriformes,Pomatorhinus erythrocnemis,58.2
Pomatorhinus_erythrogenys,Timaliidae,Passeriformes,Pomatorhinus erythrogenys,54.9
Pomatorhinus_ferruginosus,Timaliidae,Passeriformes,Pomatorhinus ferruginosus,40
Pomatorhinus_gravivox,Timaliidae,Passeriformes,Pomatorhinus gravivox,58.2
Pomatorhinus_horsfieldii,Timaliidae,Passeriformes,Pomatorhinus horsfieldii,43
Pomatorhinus_hypoleucos,Timaliidae,Passeriformes,Pomatorhinus hypoleucos,75.6
Pomatorhinus_mcclellandi,Timaliidae,Passeriformes,Pomatorhinus mcclellandi,58.2
Pomatorhinus_melanurus,Timaliidae,Passeriformes,Pomatorhinus melanurus,43
Pomatorhinus_montanus,Timaliidae,Passeriformes,Pomatorhinus montanus,28.6
Pomatorhinus_musicus,Timaliidae,Passeriformes,Pomatorhinus musicus,31.6
Pomatorhinus_ochraceiceps,Timaliidae,Passeriformes,Pomatorhinus ochraceiceps,34
Pomatorhinus_ruficollis,Timaliidae,Passeriformes,Pomatorhinus ruficollis,31.6
Pomatorhinus_schisticeps,Timaliidae,Passeriformes,Pomatorhinus schisticeps,43
Pomatorhinus_swinhoei,Timaliidae,Passeriformes,Pomatorhinus swinhoei,58.2
Pseudoalcippe_abyssinica,Timaliidae,Passeriformes,Pseudoalcippe abyssinica,18.8
Pteruthius_aenobarbus,Timaliidae,Passeriformes,Pteruthius aenobarbus,11.8
Pteruthius_flaviscapis,Timaliidae,Passeriformes,Pteruthius flaviscapis,38.7
Pteruthius_melanotis,Timaliidae,Passeriformes,Pteruthius melanotis,13.3
Pteruthius_rufiventer,Timaliidae,Passeriformes,Pteruthius rufiventer,43
Pteruthius_xanthochlorus,Timaliidae,Passeriformes,Pteruthius xanthochlorus,14.3
Ptilocichla_falcata,Timaliidae,Passeriformes,Ptilocichla falcata,39.5
Ptilocichla_leucogrammica,Timaliidae,Passeriformes,Ptilocichla leucogrammica,39.5
Ptilocichla_mindanensis,Timaliidae,Passeriformes,Ptilocichla mindanensis,29.2
Ptyrticus_turdinus,Timaliidae,Passeriformes,Ptyrticus turdinus,65.8
Rhopocichla_atriceps,Timaliidae,Passeriformes,Rhopocichla atriceps,16.3
Rimator_albostriatus,Timaliidae,Passeriformes,Rimator albostriatus,19.4
Rimator_malacoptilus,Timaliidae,Passeriformes,Rimator malacoptilus,19.4
Rimator_pasquieri,Timaliidae,Passeriformes,Rimator pasquieri,19.4
Robsonius_rabori,Timaliidae,Passeriformes,Robsonius rabori,61
Robsonius_sorsogonensis,Timaliidae,Passeriformes,Robsonius sorsogonensis,61
Spelaeornis_badeigularis,Timaliidae,Passeriformes,Spelaeornis badeigularis,6
Spelaeornis_caudatus,Timaliidae,Passeriformes,Spelaeornis caudatus,11
Spelaeornis_chocolatinus,Timaliidae,Passeriformes,Spelaeornis chocolatinus,11.8
Spelaeornis_formosus,Timaliidae,Passeriformes,Spelaeornis formosus,5
Spelaeornis_kinneari,Timaliidae,Passeriformes,Spelaeornis kinneari,11.8
Spelaeornis_longicaudatus,Timaliidae,Passeriformes,Spelaeornis longicaudatus,12
Spelaeornis_oatesi,Timaliidae,Passeriformes,Spelaeornis oatesi,11.8
Spelaeornis_reptatus,Timaliidae,Passeriformes,Spelaeornis reptatus,11.8
Spelaeornis_troglodytoides,Timaliidae,Passeriformes,Spelaeornis troglodytoides,7
Sphenocichla_humei,Timaliidae,Passeriformes,Sphenocichla humei,34.1
Sphenocichla_roberti,Timaliidae,Passeriformes,Sphenocichla roberti,34.1
Stachyris_ambigua,Timaliidae,Passeriformes,Stachyris ambigua,9.7
Stachyris_capitalis,Timaliidae,Passeriformes,Stachyris capitalis,14.9
Stachyris_chrysaea,Timaliidae,Passeriformes,Stachyris chrysaea,9
Stachyris_dennistouni,Timaliidae,Passeriformes,Stachyris dennistouni,15.7
Stachyris_erythroptera,Timaliidae,Passeriformes,Stachyris erythroptera,12.6
Stachyris_grammiceps,Timaliidae,Passeriformes,Stachyris grammiceps,13
Stachyris_herberti,Timaliidae,Passeriformes,Stachyris herberti,29
Stachyris_hypogrammica,Timaliidae,Passeriformes,Stachyris hypogrammica,21.6
Stachyris_latistriata,Timaliidae,Passeriformes,Stachyris latistriata,29.5
Stachyris_leucotis,Timaliidae,Passeriformes,Stachyris leucotis,23.7
Stachyris_maculata,Timaliidae,Passeriformes,Stachyris maculata,29.2
Stachyris_melanothorax,Timaliidae,Passeriformes,Stachyris melanothorax,16
Stachyris_nigriceps,Timaliidae,Passeriformes,Stachyris nigriceps,15.8
Stachyris_nigricollis,Timaliidae,Passeriformes,Stachyris nigricollis,26.2
Stachyris_nigrocapitata,Timaliidae,Passeriformes,Stachyris nigrocapitata,14.1
Stachyris_nigrorum,Timaliidae,Passeriformes,Stachyris nigrorum,21.6
Stachyris_nonggangensis,Timaliidae,Passeriformes,Stachyris nonggangensis,29
Stachyris_oglei,Timaliidae,Passeriformes,Stachyris oglei,33
Stachyris_plateni,Timaliidae,Passeriformes,Stachyris plateni,8.7
Stachyris_poliocephala,Timaliidae,Passeriformes,Stachyris poliocephala,23.3
Stachyris_pygmaea,Timaliidae,Passeriformes,Stachyris pygmaea,8.7
Stachyris_pyrrhops,Timaliidae,Passeriformes,Stachyris pyrrhops,9.6
Stachyris_ruficeps,Timaliidae,Passeriformes,Stachyris ruficeps,10.3
Stachyris_rufifrons,Timaliidae,Passeriformes,Stachyris rufifrons,10.6
Stachyris_striata,Timaliidae,Passeriformes,Stachyris striata,13.9
Stachyris_striolata,Timaliidae,Passeriformes,Stachyris striolata,28
Stachyris_thoracica,Timaliidae,Passeriformes,Stachyris thoracica,12
Stachyris_whiteheadi,Timaliidae,Passeriformes,Stachyris whiteheadi,21.9
Strophocincla_cachinnans,Timaliidae,Passeriformes,Strophocincla cachinnans,40.3
Strophocincla_fairbanki,Timaliidae,Passeriformes,Strophocincla fairbanki,45.5
Timalia_pileata,Timaliidae,Passeriformes,Timalia pileata,16
Trichastoma_bicolor,Timaliidae,Passeriformes,Trichastoma bicolor,27.2
Trichastoma_buettikoferi,Timaliidae,Passeriformes,Trichastoma buettikoferi,17.1
Trichastoma_celebense,Timaliidae,Passeriformes,Trichastoma celebense,23.6
