"","Phylo","Family","Order","Scientific_name","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","Species.Status","Habitat_Category","IsMigrate","cMass"
"89","Cettia_fortipes","Sylviidae","Passeriformes","Cettia fortipes",13.5,6.8,2.6,2.9,21.1,52.7,5.9,46.5,11.3,44.2,9.6,"Forest","1","2","Carnivore","Invertivore","Generalist",20.23,35.58,27.9,105.4,2424335.04,"Extant","Forested_Vegetated",0,-0.209051090412623
"90","Cettia_haddeni","Sylviidae","Passeriformes","Cettia haddeni",18.9,9.9,4.3,4.2,28.6,63.2,5.7,57.5,9,41,24.8,"Forest","1","1","Carnivore","Invertivore","Generalist",-6.55,-5.65,-5.95,155.08,549.11,"Extant","Forested_Vegetated",1,0.740029464284523
"91","Cettia_major","Sylviidae","Passeriformes","Cettia major",13.4,6.4,2.8,2.8,23.8,62.3,7,55.3,11.3,47.8,9.7,"Forest","1","1","Carnivore","Invertivore","Generalist",23.9,36.86,29.9,97.87,1701566.02,"Extant","Forested_Vegetated",1,-0.198688303377077
"92","Cettia_pallidipes","Sylviidae","Passeriformes","Cettia pallidipes",13,6.9,2.4,2.7,19.1,49.1,5.4,44.2,10.8,41,10,"Shrubland","2","1","Carnivore","Invertivore","Generalist",10.51,31.51,23.81,97.19,1159426.52,"Extant","Arid_Open",1,-0.168229095892368
"93","Cettia_parens","Sylviidae","Passeriformes","Cettia parens",15.5,9.2,3.2,3.7,22.6,51.5,4.6,47,8.9,43,14,"Forest","1","1","Carnivore","Invertivore","Generalist",-10.75,-10.48,-10.64,161.95,202.26,"Extant","Forested_Vegetated",1,0.168243140728844
"94","Cettia_ruficapilla","Sylviidae","Passeriformes","Cettia ruficapilla",16.2,8.8,2.8,3.3,23.2,57.2,8.7,48.6,15.2,51.2,12.7,"Forest","1","1","Carnivore","Invertivore","Generalist",-19.17,-16.15,-17.44,170.95,16891.29,"Extant","Forested_Vegetated",1,0.0707878045781318
"95","Cettia_seebohmi","Sylviidae","Passeriformes","Cettia seebohmi",13.1,6.6,2.6,3,18.1,51.4,4.7,44.8,9.6,85.5,12.2,"Forest","1","1","Carnivore","Invertivore","Generalist",15.85,18.48,16.93,121,14356.22,"Extant","Forested_Vegetated",1,0.0306217628527969
"96","Cettia_vulcania","Sylviidae","Passeriformes","Cettia vulcania",13.7,7,2.7,2.7,23.2,51.4,7.4,44,14.3,55.2,8,"Shrubland","1","2","Carnivore","Invertivore","Generalist",NA,NA,NA,NA,NA,"Extant","Arid_Open",0,-0.391372647206578
"97","Chaetornis_striata","Sylviidae","Passeriformes","Chaetornis striata",15.2,7.8,3.7,5.1,27.3,83,16.1,66.1,19.4,84.6,31.5,"Grassland","3","2","Carnivore","Invertivore","Generalist",18.92,33.58,26.04,82.08,653941.16,"Extant","Arid_Open",0,0.979173356945173
"98","Chloropeta_gracilirostris","Sylviidae","Passeriformes","Chloropeta gracilirostris",14.1,8.2,3,3,22.8,58,6,52,10.3,64.2,10.8,"Wetland","3","1","Carnivore","Invertivore","Insessorial",-10.16,1.82,-1.73,30.4,75859.26,"Extant","Aquatic_Coastal",1,-0.0912680547562399
"99","Chloropeta_natalensis","Sylviidae","Passeriformes","Chloropeta natalensis",14.6,7.8,4.9,3.4,20.7,61.5,8.4,52.7,13.8,60.8,11.7,"Shrubland","2","1","Carnivore","Invertivore","Insessorial",-32.66,11.63,-8.74,26.84,3742433.69,"Extant","Arid_Open",1,-0.0112253470827035
"100","Chloropeta_similis","Sylviidae","Passeriformes","Chloropeta similis",15.6,7.6,4.4,3,22.2,59.9,7.3,52,12.3,57.1,11.1,"Forest","2","1","Carnivore","Invertivore","Insessorial",-11.12,4.81,-3.24,33.94,283650.62,"Extant","Forested_Vegetated",1,-0.0638690805681255
"101","Cincloramphus_cruralis","Sylviidae","Passeriformes","Cincloramphus cruralis",20.3,11.1,4.2,4.5,34.3,94.3,22.3,73,23,86.4,49.2,"Grassland","3","3","Carnivore","Invertivore","Terrestrial",-39.14,-16.36,-27.87,134.06,5817166.56,"Extant","Arid_Open",0,1.42507943461185
"102","Cincloramphus_mathewsi","Sylviidae","Passeriformes","Cincloramphus mathewsi",16.6,8.8,3.6,3.9,25.7,86.2,17.8,64.2,21.4,78.4,29.3,"Grassland","3","3","Carnivore","Invertivore","Terrestrial",-37.96,-20.74,-30.05,138.89,2030401.43,"Extant","Arid_Open",0,0.906773327136608
"103","Crossleyia_xanthophrys","Sylviidae","Passeriformes","Crossleyia xanthophrys",14.9,7.3,2.9,3.1,25.3,68.6,7,61.6,10.2,67.8,19.9,"Forest","1","1","Carnivore","Invertivore","Terrestrial",-24.93,-13.62,-18.2,48.41,22717.1,"Extant","Forested_Vegetated",1,0.519905542844033
"104","Cryptosylvicola_randrianasoloi","Sylviidae","Passeriformes","Cryptosylvicola randrianasoloi",13.6,7.3,2.5,2.8,17,50,6.4,43.6,12.8,46.8,8.6,"Forest","1","1","Carnivore","Invertivore","Insessorial",-25.01,-13.29,-18.32,48.18,115073.28,"Extant","Forested_Vegetated",1,-0.319051985626952
"105","Dromaeocercus_brunneus","Sylviidae","Passeriformes","Dromaeocercus brunneus",11.8,6.5,2.6,3.1,19.1,49.9,4.3,45.8,8.6,81.2,14.2,"Forest","1","1","Carnivore","Invertivore","Generalist",-25,-13.58,-18.02,48.54,52379.86,"Extant","Forested_Vegetated",1,0.182427775720801
"106","Eremiornis_carteri","Sylviidae","Passeriformes","Eremiornis carteri",14.8,8,2.7,3.3,15.3,54.4,7.4,47.2,13.6,64.7,12.2,"Grassland","3","1","Carnivore","Invertivore","Terrestrial",-26.78,-16.85,-21.84,130.39,1881674.61,"Extant","Arid_Open",1,0.0306217628527969
"107","Eremomela_atricollis","Sylviidae","Passeriformes","Eremomela atricollis",14.2,7.7,2.9,3,18.5,58.6,6.9,51.7,11.7,48.9,10.2,"Woodland","2","1","Carnivore","Invertivore","Insessorial",-15.71,-6.84,-11.52,24.73,1063082.23,"Extant","Forested_Vegetated",1,-0.148426468596189
"108","Eremomela_badiceps","Sylviidae","Passeriformes","Eremomela badiceps",13.2,7.6,3,3.1,17.5,55.1,6.4,47.7,11.8,40.6,10.6,"Forest","1","1","Carnivore","Invertivore","Insessorial",-9.15,9.68,0,15.83,3290010.91,"Extant","Forested_Vegetated",1,-0.109960187768392
"109","Eremomela_flavicrissalis","Sylviidae","Passeriformes","Eremomela flavicrissalis",9.9,5.8,2.2,2.5,15.9,49,5.3,43.7,10.8,27.8,4.5,"Shrubland","2","1","Carnivore","Invertivore","Insessorial",-3.62,11.32,4.48,41.54,893727.78,"Extant","Arid_Open",1,-0.96673679211014
"110","Eremomela_gregalis","Sylviidae","Passeriformes","Eremomela gregalis",10.8,5.8,2.1,2.5,16.9,51.5,6.9,44.2,13.6,48.8,6.8,"Shrubland","2","1","Carnivore","Invertivore","Insessorial",-33.59,-22.28,-30.36,20.11,271515.78,"Extant","Arid_Open",1,-0.553891576704353
"111","Eremomela_icteropygialis","Sylviidae","Passeriformes","Eremomela icteropygialis",11,6.2,2.4,2.5,16.9,53.2,6.6,46.4,12.5,33.6,7.5,"Shrubland","2","1","Carnivore","Invertivore","Insessorial",NA,NA,NA,NA,NA,"Extant","Arid_Open",1,-0.455911168344149
"112","Eremomela_pusilla","Sylviidae","Passeriformes","Eremomela pusilla",12.1,7,2.6,2.6,15.6,46.8,6.2,40.5,13.3,39,6.2,"Woodland","2","1","Carnivore","Invertivore","Insessorial",3.82,16.79,10.39,0.07,2960274.14,"Extant","Forested_Vegetated",1,-0.646264896835368
"113","Eremomela_scotops","Sylviidae","Passeriformes","Eremomela scotops",13.2,7.3,2.8,2.5,17.7,57,8.8,48.5,15.2,45.4,9,"Woodland","2","1","Carnivore","Invertivore","Insessorial",-28.95,0.18,-12.12,27.25,4568185.56,"Extant","Forested_Vegetated",1,-0.273589611550194
"114","Eremomela_turneri","Sylviidae","Passeriformes","Eremomela turneri",10.2,6.2,2.4,2.6,16.3,50.8,5,45.7,9.8,31.8,7.3,"Forest","1","1","Carnivore","Invertivore","Insessorial",-2.77,0.42,-1.28,30.53,980.79,"Extant","Forested_Vegetated",1,-0.482939840732068
"115","Eremomela_usticollis","Sylviidae","Passeriformes","Eremomela usticollis",12.7,6.8,2.6,2.4,20,54.2,6.8,46.7,12.8,42.8,8.4,"Woodland","2","1","Carnivore","Invertivore","Insessorial",-28.63,-10,-19.79,26.36,1430953.15,"Extant","Forested_Vegetated",1,-0.342582483037146
"116","Graminicola_bengalensis","Sylviidae","Passeriformes","Graminicola bengalensis",14.9,8.2,3,4,23.6,56.2,4.3,52,7.7,73.8,14.6,"Shrubland","3","1","Carnivore","Invertivore","Insessorial",12.47,29.36,26.23,94.27,232824.2,"Extant","Arid_Open",1,0.210207339827877
"117","Graueria_vittata","Sylviidae","Passeriformes","Graueria vittata",15.7,8.9,3.9,3.5,18.5,61,6,55,9.8,59.8,15.5,"Forest","1","1","Carnivore","Invertivore","Insessorial",-4.5,0.11,-2.03,29.17,44741.94,"Extant","Forested_Vegetated",1,0.270025835038787
"118","Hemitesia_neumanni","Sylviidae","Passeriformes","Hemitesia neumanni",14.5,7.2,3,3.7,24.5,62,4.8,57.2,7.7,59.4,14.2,"Forest","1","1","Carnivore","Invertivore","Terrestrial",-5.27,0.19,-2.3,28.91,37085.54,"Extant","Forested_Vegetated",1,0.182427775720801
"119","Hippolais_caligata","Sylviidae","Passeriformes","Hippolais caligata",12,7.5,2.8,2.6,19.3,59.4,10.1,49.4,17,45.6,8.9,"Shrubland","2","3","Carnivore","Invertivore","Insessorial",25.06,62.99,54.46,63.33,5841802.63,"Extant","Arid_Open",0,-0.28476291214832
"120","Hippolais_icterina","Sylviidae","Passeriformes","Hippolais icterina",17.5,9.1,3.8,3.4,20.6,77.9,24,53.8,30.8,54.6,13.2,"Woodland","1","3","Carnivore","Invertivore","Insessorial",35.77,68.41,54.61,35.37,6330920.54,"Extant","Forested_Vegetated",0,0.109402640705911
"121","Hippolais_languida","Sylviidae","Passeriformes","Hippolais languida",17.8,10.1,3.8,3.3,21.8,73.9,18.1,55.4,24.6,61.9,12,"Shrubland","2","3","Carnivore","Invertivore","Insessorial",26.78,44.78,36.55,55.64,3093496.38,"Extant","Arid_Open",0,0.0140924609015864
"122","Hippolais_olivetorum","Sylviidae","Passeriformes","Hippolais olivetorum",18.5,10.6,4.8,4.1,22.6,86.9,24.9,62,28.6,69.2,17.5,"Human Modified","2","3","Carnivore","Invertivore","Insessorial",32.4,44.19,38.79,28.46,285772.62,"Extant","Other",0,0.391386692043055
"123","Hippolais_opaca","Sylviidae","Passeriformes","Hippolais opaca",16.7,9.1,4.2,3.3,22.6,68.6,15.5,53.1,22.6,57.8,9,"Shrubland","2","3","Carnivore","Invertivore","Insessorial",24.57,42.77,33.54,-2.64,515405.67,"Extant","Arid_Open",0,-0.273589611550194
"124","Hippolais_pallida","Sylviidae","Passeriformes","Hippolais pallida",16.6,8.3,3.7,2.9,20.8,64.9,14.7,50.2,22.6,53,9,"Shrubland","2","3","Carnivore","Invertivore","Insessorial",10.15,48.66,36.23,41.64,4793435.1,"Extant","Arid_Open",0,-0.273589611550194
"125","Hippolais_polyglotta","Sylviidae","Passeriformes","Hippolais polyglotta",14.5,8.8,3.8,3.2,20.4,66.2,14.1,52.3,21.2,48.6,11,"Woodland","2","3","Carnivore","Invertivore","Insessorial",30.82,51.07,41.86,1.26,1710837.05,"Extant","Forested_Vegetated",0,-0.0729189160880432
"126","Hippolais_rama","Sylviidae","Passeriformes","Hippolais rama",17.8,8.7,3.1,2.6,18.5,60.6,11.2,49.9,18.3,52,9.3,"Shrubland","3","3","Carnivore","Invertivore","Insessorial",23.74,48.8,40.31,63.92,3621478.6,"Extant","Arid_Open",0,-0.240799788727204
"127","Hylia_prasina","Sylviidae","Passeriformes","Hylia prasina",13,8.3,3.4,3.4,20.1,61.5,8.4,54.7,13.4,42.9,13.1,"Forest","1","1","Carnivore","Invertivore","Insessorial",-12.55,13.31,1.83,13.35,4144582.44,"Extant","Forested_Vegetated",1,0.101798041320692
"128","Hyliota_australis","Sylviidae","Passeriformes","Hyliota australis",12.7,7.1,3.2,3.2,18.2,67.1,13.4,54.7,19.6,46.4,11.2,"Woodland","2","1","Carnivore","Invertivore","Insessorial",-24.41,2.34,-14.33,26.18,1342986.67,"Extant","Forested_Vegetated",1,-0.0549004105853652
"129","Hyliota_flavigaster","Sylviidae","Passeriformes","Hyliota flavigaster",15.2,8.2,3.5,3.4,17.3,66.1,11.8,53.9,18,43.6,12.5,"Woodland","2","1","Carnivore","Invertivore","Insessorial",-19.55,14.01,-1.21,18.27,4822595.38,"Extant","Forested_Vegetated",1,0.0549144554218417
"130","Hyliota_usambara","Sylviidae","Passeriformes","Hyliota usambara",12.9,7.3,3.2,3.3,16.2,62.5,11,51.5,17.6,40.5,11.2,"Forest","1","1","Carnivore","Invertivore","Insessorial",-5.2,-4.84,-5.02,38.68,412.8,"Extant","Forested_Vegetated",1,-0.0549004105853652
"131","Hyliota_violacea","Sylviidae","Passeriformes","Hyliota violacea",14.7,8.3,4.1,4,18.9,76.1,14.8,61.4,19.4,49.6,15.8,"Forest","1","1","Carnivore","Invertivore","Insessorial",-5.7,9.44,2.05,10.54,1001100.98,"Extant","Forested_Vegetated",1,0.289195751146507
"132","Locustella_certhiola","Sylviidae","Passeriformes","Locustella certhiola",14.1,8.3,2.8,3.4,20.9,61.4,15.6,44.7,25.8,53.6,14.4,"Shrubland","2","3","Carnivore","Invertivore","Insessorial",35.7,66.07,53.41,108.49,12473259.06,"Extant","Arid_Open",0,0.196414017695541
"133","Locustella_fasciolata","Sylviidae","Passeriformes","Locustella fasciolata",19.8,11.2,3.3,4.3,26.3,79.2,20.6,57.6,26.3,68.4,27.1,"Shrubland","2","3","Carnivore","Invertivore","Insessorial",41.43,59.1,53.16,116,3718939.31,"Extant","Arid_Open",0,0.828719538999241
"134","Locustella_fluviatilis","Sylviidae","Passeriformes","Locustella fluviatilis",14.4,8.1,2.8,3.4,20.4,74.7,21.9,53.2,29.2,56.8,16.1,"Wetland","3","3","Carnivore","Invertivore","Generalist",42.89,64.44,54.47,37.81,5232960.16,"Extant","Aquatic_Coastal",0,0.308005083104003
"135","Locustella_lanceolata","Sylviidae","Passeriformes","Locustella lanceolata",12.3,6.8,2.6,3.2,18.1,54.6,12.8,41.2,23.7,48.5,10.6,"Grassland","2","3","Carnivore","Invertivore","Generalist",40.72,68.75,57.51,111.96,10065240.33,"Extant","Arid_Open",0,-0.109960187768392
"136","Locustella_luscinioides","Sylviidae","Passeriformes","Locustella luscinioides",15.6,8.1,2.7,3,20.8,70.2,21.2,49.2,30.1,54.2,13.9,"Wetland","3","3","Carnivore","Invertivore","Generalist",32,60.84,47.96,39.14,4698320.69,"Extant","Aquatic_Coastal",0,0.161074651250232
"137","Locustella_naevia","Sylviidae","Passeriformes","Locustella naevia",14.7,7.3,2.6,2.9,20,64.1,16.3,47.9,25.4,56.5,13.3,"Shrubland","2","3","Carnivore","Invertivore","Generalist",38.77,65.84,52.97,43.23,7984518.2,"Extant","Arid_Open",0,0.116949846341294
"138","Locustella_ochotensis","Sylviidae","Passeriformes","Locustella ochotensis",16.2,9.4,3,3.4,24.4,69.5,20.4,48.9,29.6,58.2,18.5,"Shrubland","3","3","Carnivore","Invertivore","Generalist",41.92,61.38,55.49,146.31,837155.24,"Extant","Arid_Open",0,0.446956543197865
"139","Locustella_pleskei","Sylviidae","Passeriformes","Locustella pleskei",17.6,10.7,3.2,4.1,23.9,70,16.9,53.1,24,65,20,"Wetland","3","2","Carnivore","Invertivore","Generalist",32.65,43.06,35.45,128.19,4130.25,"Extant","Aquatic_Coastal",0,0.524918084667577
"140","Locustella_pryeri","Sylviidae","Passeriformes","Locustella pryeri",12.1,6.7,2.3,2.9,20.6,52.2,9.9,42.4,18.9,52.8,14.2,"Wetland","2","3","Carnivore","Invertivore","Insessorial",28.16,47.9,41.51,122.93,201150.62,"Extant","Aquatic_Coastal",0,0.182427775720801
"141","Macrosphenus_concolor","Sylviidae","Passeriformes","Macrosphenus concolor",16.8,10.1,3.4,3.4,19.6,55.6,4.3,51.4,7.8,41.3,13.9,"Forest","1","1","Carnivore","Invertivore","Insessorial",-8.63,10.3,1.28,13.62,3119489.65,"Extant","Forested_Vegetated",1,0.161074651250232
"142","Macrosphenus_flavicans","Sylviidae","Passeriformes","Macrosphenus flavicans",18.7,11.2,3.3,3,20.2,57.1,4.5,52.6,7.8,46.2,13.4,"Forest","1","1","Carnivore","Invertivore","Insessorial",-9.61,7.44,0.06,20.83,1810288.68,"Extant","Forested_Vegetated",1,0.124440518070452
"143","Macrosphenus_kempi","Sylviidae","Passeriformes","Macrosphenus kempi",19.9,12,3.2,3.1,21,55.7,3.6,51.4,6.6,39.5,12.6,"Forest","1","1","Carnivore","Invertivore","Insessorial",4.28,9,6.45,-4.15,456072.28,"Extant","Forested_Vegetated",1,0.0628826250710182
"144","Macrosphenus_kretschmeri","Sylviidae","Passeriformes","Macrosphenus kretschmeri",19,10.6,3.4,3.5,22.8,64.2,6.1,58.4,9.5,63.5,20,"Forest","1","1","Carnivore","Invertivore","Insessorial",-15.1,-2.52,-7.17,38.05,120112.34,"Extant","Forested_Vegetated",1,0.524918084667577
"145","Macrosphenus_pulitzeri","Sylviidae","Passeriformes","Macrosphenus pulitzeri",17.7,10,3.9,3.7,23.2,60,3.2,56.8,5.3,67.9,11.7,"Woodland","1","1","Carnivore","Invertivore","Insessorial",-14.18,-10.79,-12.46,13.86,5725.09,"Extant","Forested_Vegetated",1,-0.0112253470827035
"146","Megalurulus_grosvenori","Sylviidae","Passeriformes","Megalurulus grosvenori",20,11.5,4.3,4.5,31.4,67.5,10,57.5,14.8,56.6,54,NA,"1","1","Carnivore","Invertivore","Terrestrial",-6.01,-5.11,-5.48,151.17,2381.31,"Extant","Other",1,1.51816985767786
"147","Megalurulus_llaneae","Sylviidae","Passeriformes","Megalurulus llaneae",18.2,10.9,4.2,4.1,23.2,69.5,5.5,64,7.9,61,25.5,"Forest","1","1","Carnivore","Invertivore","Terrestrial",-6.32,-5.73,-6.03,155.18,814.06,"Extant","Forested_Vegetated",1,0.767864263277966
"148","Megalurulus_mariei","Sylviidae","Passeriformes","Megalurulus mariei",18.2,9.9,3.2,4.1,24.7,69,9,58.8,13.2,93.4,25,"Shrubland","2","1","Carnivore","Invertivore","Terrestrial",-22.4,-20.09,-21.33,165.48,16389.77,"Extant","Arid_Open",1,0.748061635981787
"149","Megalurulus_rubiginosus","Sylviidae","Passeriformes","Megalurulus rubiginosus",19.7,10.3,3.8,4.2,28.2,71.8,5.9,65.8,8.2,75,41.2,"Forest","1","1","Carnivore","Invertivore","Terrestrial",-6.31,-4.14,-5.48,150.64,33761.38,"Extant","Forested_Vegetated",1,1.24762406746907
"150","Megalurulus_whitneyi","Sylviidae","Passeriformes","Megalurulus whitneyi",18.4,11.5,3.7,4.3,26.1,63.2,6.8,56.4,10.8,63.2,36,"Forest","1","1","Carnivore","Invertivore","Terrestrial",-15.48,-9.61,-12.73,163.76,998.55,"Extant","Forested_Vegetated",1,1.1127047495697
"151","Megalurus_albolimbatus","Sylviidae","Passeriformes","Megalurus albolimbatus",17.4,10.6,3.4,3.3,23.4,57.5,5.5,52,9.6,59,14,"Wetland","3","1","Carnivore","Invertivore","Generalist",-9.16,-7.52,-8.63,140.94,2389.39,"Extant","Aquatic_Coastal",1,0.168243140728844
"152","Megalurus_gramineus","Sylviidae","Passeriformes","Megalurus gramineus",12.9,7.6,2.4,2.8,20,54,9,44.5,16.9,54.9,14.1,"Wetland","3","1","Carnivore","Invertivore","Generalist",-43.64,-3.71,-29.2,141.86,3277909.05,"Extant","Aquatic_Coastal",1,0.175360608497709
"153","Megalurus_palustris","Sylviidae","Passeriformes","Megalurus palustris",21.7,13.5,4.1,4.8,35.8,94,15.9,73.6,17.8,112.4,44.1,"Shrubland","3","2","Carnivore","Invertivore","Generalist",-8.85,32.29,19.65,97.08,2258407.86,"Extant","Arid_Open",0,1.31564559356639
"154","Megalurus_timoriensis","Sylviidae","Passeriformes","Megalurus timoriensis",16,8.7,3.4,4.1,24.6,64.6,9.3,59.4,13.5,93.6,21.6,"Wetland","3","1","Carnivore","Invertivore","Generalist",-35.65,18.65,-12.88,139.31,2865909.12,"Extant","Aquatic_Coastal",1,0.601879125803706
"155","Melocichla_mentalis","Sylviidae","Passeriformes","Melocichla mentalis",19,10.6,3.8,5.2,27.4,75.2,4.7,70.3,6.2,93.4,33.2,"Shrubland","2","1","Carnivore","Invertivore","Insessorial",-20.57,12.99,-0.78,18.88,6248614.06,"Extant","Arid_Open",1,1.03173568703603
"156","Nesillas_brevicaudata","Sylviidae","Passeriformes","Nesillas brevicaudata",16.4,9.2,3.5,3.2,25.6,64.4,8.6,55.8,13.4,67.5,16.1,"Forest","1","1","Carnivore","Invertivore","Insessorial",-11.94,-11.36,-11.66,43.34,1031.43,"Extant","Forested_Vegetated",1,0.308005083104003
"157","Nesillas_lantzii","Sylviidae","Passeriformes","Nesillas lantzii",15.4,8.2,3.1,3.4,22.4,61.2,7.1,53.9,11.7,80,19.7,"Shrubland","2","1","Carnivore","Invertivore","Insessorial",-25.61,-20.44,-23.7,44.68,69721.5,"Extant","Arid_Open",1,0.509804446857529
"158","Nesillas_longicaudata","Sylviidae","Passeriformes","Nesillas longicaudata",16.4,9,3.5,3.4,24,61.9,9.1,52.8,14.6,72.5,19.2,"Forest","1","1","Carnivore","Invertivore","Insessorial",NA,NA,NA,NA,NA,"Extant","Forested_Vegetated",1,0.484096090147322
"159","Nesillas_mariae","Sylviidae","Passeriformes","Nesillas mariae",17.3,9.2,3.2,3,21.8,62.8,10.1,52.6,16.1,68.5,16,"Forest","1","1","Carnivore","Invertivore","Insessorial",-12.39,-12.24,-12.32,43.73,209.4,"Extant","Forested_Vegetated",1,0.301774533353367
"160","Nesillas_typica","Sylviidae","Passeriformes","Nesillas typica",14.6,7.2,3.2,3.4,23.9,63.2,8.1,55.4,12.7,75.4,19.7,"Forest","1","1","Carnivore","Invertivore","Insessorial",-24.9,-11.95,-18.76,46.97,520535.1,"Extant","Forested_Vegetated",1,0.509804446857529
"161","Orthotomus_atrogularis","Sylviidae","Passeriformes","Orthotomus atrogularis",15.2,10,2.7,2.5,17.3,42.9,4.5,38.4,10.5,35.1,7.7,"Forest","1","1","Carnivore","Invertivore","Insessorial",-5.95,26.37,9.41,104.98,2752593.84,"Extant","Forested_Vegetated",1,-0.429593860026776
"162","Orthotomus_castaneiceps","Sylviidae","Passeriformes","Orthotomus castaneiceps",17.8,11.2,3.3,3.2,21.4,51.1,5,46.2,9.6,49.6,12.8,"Forest","1","1","Carnivore","Invertivore","Insessorial",9.04,18.65,14.86,121.62,122674.38,"Extant","Forested_Vegetated",1,0.0786309820391575
"163","Orthotomus_cinereiceps","Sylviidae","Passeriformes","Orthotomus cinereiceps",17.1,10.5,2.8,2.8,21,46.3,3.5,42.7,7.5,48.2,9,"Forest","1","1","Carnivore","Invertivore","Insessorial",6.4,8.73,7.82,123.06,20650.36,"Extant","Forested_Vegetated",1,-0.273589611550194
"164","Orthotomus_cuculatus","Sylviidae","Passeriformes","Orthotomus cuculatus",16.2,9.2,3.1,2.5,19.4,44.9,5.6,37.3,13.1,45.3,5.9,"Shrubland","2","1","Carnivore","Invertivore","Insessorial",-8.96,28.36,17.48,104.58,1523003.19,"Extant","Arid_Open",1,-0.69586183797474
"165","Orthotomus_derbianus","Sylviidae","Passeriformes","Orthotomus derbianus",17.4,11.2,3,3,19.6,47.8,3.9,43.9,8.1,44.8,10.7,"Forest","1","1","Carnivore","Invertivore","Insessorial",12.54,16.63,14.79,121.52,60394.18,"Extant","Forested_Vegetated",1,-0.100570447418554
"166","Orthotomus_frontalis","Sylviidae","Passeriformes","Orthotomus frontalis",16.7,10.5,2.9,2.7,18.8,45.7,3.2,42.5,7,40.8,8,"Forest","1","1","Carnivore","Invertivore","Insessorial",5.37,12.58,8.39,124.81,120551.54,"Extant","Forested_Vegetated",1,-0.391372647206578
"167","Orthotomus_heterolaemus","Sylviidae","Passeriformes","Orthotomus heterolaemus",15,10.3,2.4,2.8,19.4,45,2,43,4.4,40.8,8.3,"Forest","1","1","Carnivore","Invertivore","Insessorial",6.29,8.95,7.74,125.17,7657.18,"Extant","Forested_Vegetated",1,-0.354558674083862
"168","Orthotomus_nigriceps","Sylviidae","Passeriformes","Orthotomus nigriceps",17.4,10.3,3,3.4,22.1,51.8,7.4,44.1,14.4,47.5,9.8,"Forest","1","1","Carnivore","Invertivore","Insessorial",6.27,10.47,8.24,125.98,24461.65,"Extant","Forested_Vegetated",1,-0.188431803209888
"169","Orthotomus_ruficeps","Sylviidae","Passeriformes","Orthotomus ruficeps",15.7,10.6,2.9,2.5,19.4,47.5,5.7,42.1,12,41.1,7,"Shrubland","1","1","Carnivore","Invertivore","Insessorial",-7.99,17.73,1.15,107.77,887360.64,"Extant","Arid_Open",1,-0.524904039831101
"170","Orthotomus_samarensis","Sylviidae","Passeriformes","Orthotomus samarensis",16.5,10.6,3,2.8,21,42,3.1,38.9,7.4,41.7,8.9,"Forest","1","1","Carnivore","Invertivore","Insessorial",9.56,12.67,11.28,124.92,18296.84,"Extant","Forested_Vegetated",1,-0.28476291214832
"171","Orthotomus_sepium","Sylviidae","Passeriformes","Orthotomus sepium",15.2,9,2.6,2.6,19,44.8,4.4,40.4,9.8,41.5,8.4,"Forest","1","1","Carnivore","Invertivore","Insessorial",-8.96,-5.87,-7.38,110.48,140271.59,"Extant","Forested_Vegetated",1,-0.342582483037146
"172","Orthotomus_sericeus","Sylviidae","Passeriformes","Orthotomus sericeus",17.9,12,3.1,2.8,21.6,49.5,3.9,45.2,7.8,41.1,10.8,"Forest","2","1","Carnivore","Invertivore","Insessorial",-5.95,12.62,1.22,108,1068502.74,"Extant","Forested_Vegetated",1,-0.0912680547562399
"173","Orthotomus_sutorius","Sylviidae","Passeriformes","Orthotomus sutorius",15.5,8.9,2.7,2.6,19.3,45.5,4.8,40.8,10.4,47.7,7.5,"Shrubland","2","1","Carnivore","Invertivore","Insessorial",-8.85,34.26,21.01,90.34,6849946.15,"Extant","Arid_Open",1,-0.455911168344149
"174","Oxylabes_madagascariensis","Sylviidae","Passeriformes","Oxylabes madagascariensis",16.8,9.6,3.1,4.4,21.6,65,5.1,59.9,7.8,66.8,23.3,"Forest","1","1","Carnivore","Invertivore","Terrestrial",-25.14,-12.36,-18.58,48.44,172738.74,"Extant","Forested_Vegetated",1,0.677639171685241
"175","Phylloscopus_affinis","Sylviidae","Passeriformes","Phylloscopus affinis",10,6,2.6,2.2,18.3,59,8.9,50.9,14.8,43.8,7,"Shrubland","1","3","Carnivore","Invertivore","Insessorial",25.71,37.29,31.36,96.3,1835154.15,"Extant","Arid_Open",0,-0.524904039831101
"176","Phylloscopus_amoenus","Sylviidae","Passeriformes","Phylloscopus amoenus",14.3,7.6,2.9,3.1,22.9,58.5,10.1,48.4,17.3,40,10.5,"Forest","1","1","Carnivore","Invertivore","Generalist",-7.99,-7.91,-7.96,157.07,37.6,"Extant","Forested_Vegetated",1,-0.119438931722936
